projid,projecttitle,projectrdc,projectpi,authors,outputtitle,outputbiblio,outputyear,doi,abstract,source_file,projectstatus,projectyearstarted,projectyearended,outputtype,outputstatus,outputvenue,outputmonth,outputvolume,outputnumber,outputpages
,"Censusing chimpanzees in the Budongo Forest, Uganda",,Andrew J. Plumptre,Andrew J. Plumptre; Vernon Reynolds,"Censusing chimpanzees in the Budongo Forest, Uganda",chimpanzees; budongo; forest; uganda,1996.0,10.1007/bf02696160,,group6.csv,Unknown,,,Unknown,Published,,,,,
,"Census of State and Local Law Enforcement Agencies, 1992",,Brian Reaves,Brian Reaves,"Census of State and Local Law Enforcement Agencies, 1992",census; state; law; enforcement; agencies,1993.0,10.1037/e544982011-001,,group6.csv,Unknown,,,Unknown,Published,,,,,
,Florida Keys Reef Visual Census 2010,Florida,Jerald S. Ault,Jerald S. Ault; Jim Bohnsack,Florida Keys Reef Visual Census 2010,florida; keys; reef; visual; census,2023.0,10.15468/6chrsz,"In 1998, the Florida Fish and Wildlife Conservation Commission's (FWC) Fisheries Independent Monitoring (FIM) program began a long-term monitoring effort of key reef fish populations in the Florida Keys National Marine Sanctuary. This effort was aimed at evaluating the relative abundance, size structure, and habitat utilization of specific reef fish species that are targeted by commercial and recreational fisheries.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Ecological Census Techniques: A Handbook.,,F. B. Goldsmith,F. B. Goldsmith; William J. Sutherland,Ecological Census Techniques: A Handbook.,census; techniques; a; handbook,1997.0,10.2307/2960638,,group6.csv,Unknown,,,Unknown,Published,,,,,
,Dry Tortugas Reef Visual Census 2012,Florida,Jerald S. Ault,Jerald S. Ault; Jim Bohnsack,Dry Tortugas Reef Visual Census 2012,dry; tortugas; reef; visual; census,2023.0,10.15468/adis7b,"In 1998, the Florida Fish and Wildlife Conservation Commission's (FWC) Fisheries Independent Monitoring (FIM) program began a long-term monitoring effort of key reef fish populations in the Florida Keys National Marine Sanctuary. This effort was aimed at evaluating the relative abundance, size structure, and habitat utilization of specific reef fish species that are targeted by commercial and recreational fisheries.",group6.csv,Unknown,,,Unknown,Published,,,,,
,A global census of nitrogenase diversity,,John Christian Gaby,John Christian Gaby; Daniel H. Buckley,A global census of nitrogenase diversity,census; diversity,2011.0,10.1111/j.1462-2920.2011.02488.x,"Summary The global diversity of nitrogen‐fixing microorganisms was assessed through construction and analysis of an aligned database of 16 989 nifH sequences. We conclude that the diversity of diazotrophs is still poorly described and that many organisms remain to be discovered. Our analyses indicate that diversity is not distributed evenly across phylogenetic groups or across environments and that some of the most diverse assemblages and environments remain the most poorly characterized. The majority of OTUs were rare, falling in the long tail of the frequency distribution. The most dominant OTUs fell into either the Cyanobacteria or the α , β , and γ Proteobacteria , and five of these dominant OTUs do not have any representatives cultivated in isolation. Soils contained the greatest diversity of nifH sequences of all of the environments surveyed. Cluster III, which is dominated by nifH sequences from obligate anaerobes, was found to contain the greatest diversity of all nifH lineages and is also the group for which diversity is the least sampled. Our findings provide context for ongoing efforts to explore diazotroph diversity, indicating specific groups and environments that remain poorly characterized.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Community Composition and Collective Action: Analyzing Initial Mail Response to the 2000 Census,,Jacob L. Vigdor,Jacob L. Vigdor,Community Composition and Collective Action: Analyzing Initial Mail Response to the 2000 Census,community; composition; collective; action; analyzing; initial; mail; response; census,2004.0,10.1162/003465304323023822,"This paper analyzes how community heterogeneity influences resident decisions to undertake actions generating public benefits. The decision in question is completing and returning the 2000 Census questionnaire, an action which secures a significant amount of federal grants for the community. The model developed to explain this action allows members of societal groups to differentially value public benefits that accrue to other group members. Racial, generational, and socioeconomic class heterogeneity all predict significantly lower response rates at the county level. The potential for endogenous sorting into heterogeneous counties implies that the magnitude of true behavioral effects exceeds these estimates.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Florida Keys Reef Visual Census 2007,Florida,Jerald S. Ault,Jerald S. Ault; Jim Bohnsack,Florida Keys Reef Visual Census 2007,florida; keys; reef; visual; census,2023.0,10.15468/dfyb57,"In 1998, the Florida Fish and Wildlife Conservation Commission's (FWC) Fisheries Independent Monitoring (FIM) program began a long-term monitoring effort of key reef fish populations in the Florida Keys National Marine Sanctuary. This effort was aimed at evaluating the relative abundance, size structure, and habitat utilization of specific reef fish species that are targeted by commercial and recreational fisheries.",group6.csv,Unknown,,,Unknown,Published,,,,,
,On the Validity of Using Census Geocode Characteristics to Proxy Individual Socioeconomic Characteristics,,Arline T. Geronimus,Arline T. Geronimus; John Bound; Lisa Neidert,On the Validity of Using Census Geocode Characteristics to Proxy Individual Socioeconomic Characteristics,validity; using; census; geocode; characteristics; proxy; individual; socioeconomic,1996.0,10.1080/01621459.1996.10476918,"Abstract Investigators of social differentials in health outcomes commonly augment incomplete microdata by appending socioeconomic characteristics of residential areas (such as median income in a zip code) to proxy for individual characteristics. But little empirical attention has been paid to how well this aggregate information serves as a proxy for the individual characteristics of interest. We build on recent work addressing the biases inherent in proxies and consider two health-related examples within a statistical framework that illuminates the nature and sources of biases. Data from the Panel Study of Income Dynamics and the National Maternal and Infant Health Survey are linked to census data. We assess the validity of using the aggregate census information as a proxy for individual information when estimating main effects and when controlling for potential confounding between socioeconomic and sociodemographic factors in measures of general health status and infant mortality. We find a general, but not universal, tendency for aggregate proxies to exaggerate the effects of micro-level variables and to do more poorly than micro-level variables at controlling for confounding. The magnitude and direction of these biases vary across samples, however. Our statistical framework and empirical findings suggest the difficulties in and limits to interpreting proxies derived from aggregate census data as if they were micro-level variables. The statistical framework that we outline for our study of health outcomes should be generally applicable to other situations where researchers have merged aggregate data with microdata samples.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Generating global crop distribution maps: From census to grid,,Liangzhi You,Liangzhi You; Stanley Wood; Ulrike Wood‐Sichra; Wenbin Wu,Generating global crop distribution maps: From census to grid,crop; distribution; maps; census,2014.0,10.1016/j.agsy.2014.01.002,,group6.csv,Unknown,,,Unknown,Published,,,,,
,Determining Methods of Underwater Visual Census for Estimating the Abundance of Coral Reef Fishes,,Melita Samoilys,Melita Samoilys; Gary Carlos,Determining Methods of Underwater Visual Census for Estimating the Abundance of Coral Reef Fishes,methods; underwater; visual; census; abundance; coral; reef; fishes,2000.0,10.1023/a:1007679109359,,group6.csv,Unknown,,,Unknown,Published,,,,,
,A census of carbohydrate-active enzymes in the genome of Arabidopsis thaliana,,Bernard Henrissat,Bernard Henrissat; Pedro M. Coutinho; G.J. Davies,A census of carbohydrate-active enzymes in the genome of Arabidopsis thaliana,census; carbohydrate; enzymes; genome; arabidopsis; thaliana,2001.0,10.1007/978-94-010-0668-2_4,,group6.csv,Unknown,,,Unknown,Published,,,,,
,Florida Keys Reef Visual Census 2005,Florida,Jerald S. Ault,Jerald S. Ault; Jim Bohnsack,Florida Keys Reef Visual Census 2005,florida; keys; reef; visual; census,2023.0,10.15468/zq1ep2,"In 1998, the Florida Fish and Wildlife Conservation Commission's (FWC) Fisheries Independent Monitoring (FIM) program began a long-term monitoring effort of key reef fish populations in the Florida Keys National Marine Sanctuary. This effort was aimed at evaluating the relative abundance, size structure, and habitat utilization of specific reef fish species that are targeted by commercial and recreational fisheries.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Florida Keys Reef Visual Census 2008,Florida,Jerald S. Ault,Jerald S. Ault; Jim Bohnsack,Florida Keys Reef Visual Census 2008,florida; keys; reef; visual; census,2023.0,10.15468/7zofww,"In 1998, the Florida Fish and Wildlife Conservation Commission's (FWC) Fisheries Independent Monitoring (FIM) program began a long-term monitoring effort of key reef fish populations in the Florida Keys National Marine Sanctuary. This effort was aimed at evaluating the relative abundance, size structure, and habitat utilization of specific reef fish species that are targeted by commercial and recreational fisheries.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Source‐Sink Population Dynamics may Complicate the Interpretation of Long‐ Term Census Data,,Jeffrey D. Brawn,Jeffrey D. Brawn; Scott K. Robinson,Source‐Sink Population Dynamics may Complicate the Interpretation of Long‐ Term Census Data,source; sink; population; dynamics; interpretation; long; term; census,1996.0,10.2307/2265649,"We examined the reproductive success and long—term population dynamics of Neotropical migrant birds in the fragmented landscapes of Illinois. Our primary objective was to assess whether annual variation in abundances and persistence of populations within woodlots was related to variation in reproductive success. Nesting success of migrants was so low in the woodlots where we sampled that it is unlikely that these populations are self—sustaining. Moreover, populations frequently disappear from and recolonize these woodlots. These data suggest that the source—sink metaphor for population dynamics within spatially structured populations is applicable to migratory birds in Illinois. The scale of this dynamic is unknown, but may be regional (i.e., midwestern U.S.). An important implication of this result is that census data must be interpreted carefully. For one woodlot, we detected no systematic trend in the overall abundances of migratory birds over much of the 20th century. Yet the viability of populations within that woodlot likely decreased dramatically over that time owing to increasing rates of nest predation and brood parasitism. Lack of data on dispersal is a major gap in understanding the population dynamics of Neotropical migrants and prescribing effective conservation measures.",group6.csv,Unknown,,,Unknown,Published,,,,,
,"Bird Census Techniques, Second Edition",,John R. Sauer,John R. Sauer,"Bird Census Techniques, Second Edition",bird; census; techniques; second; edition,2002.0,10.1650/0010-5422(2002)104,"Numerous text figures and tables.ISBN 0-12-095831-7.$55.00 (cloth).Conservation concerns, federal mandates to monitor birds, and citizen science programs have spawned a variety of surveys that collect information on bird populations.Unfortunately, all too frequently these surveys are poorly designed and use inappropriate counting methods.Some of the flawed approaches reflect a lack of understanding of statistical design; many ornithologists simply are not aware that many of our most entrenched counting methods (such as point counts) cannot appropriately be used in studies that compare densities of birds over space and time.It is likely that most of the readers of The Condor have participated in a bird population survey that has been criticized for poor sampling methods.For example, North American readers may be surprised to read in Bird Census Techniques that the North American Breeding Bird Survey ''is seriously flawed in its design,'' and that ''Analysis of trends is impossible from points that are positioned along roads'' (p.109).Our conservation efforts are at risk if we do not acknowledge these concerns and improve our survey designs.Other surveys suffer from a lack of focus.In Bird Census Techniques, the authors emphasize that all surveys require clear statements of objectives and an understanding of appropriate survey designs to meet their objectives.Too often, we view survey design as the realm of ornithologists who know the life histories and logistical issues relevant to counting birds.This view reflects pure hubris: survey design is a collaboration between ornithologists, statisticians, and managers, in which goals based on management needs are met by applying statistical principles for design to the biological context of the species of interest.Poor survey design is often due to exclusion of some of these partners from survey development.Because ornithologists are too frequently unaware of these issues, books such as Bird Census Techniques take on added importance as manuals for educating ornithologists about the relevance of survey design and methods and the often subtle interdisciplinary nature of surveys.Bird Census Techniques begins with the bold claim that its first edition ''has been pivotal in raising the profile and standard of bird surveying worldwide,'' and casts this edition as an update that retains the goals of ''amalgamating text on the various bird counting methodologies'' and acting as a ''handbook for ornithological research'' (p.xvii).To meet these goals, the book covers a large amount of mate-",group6.csv,Unknown,,,Unknown,Published,,,,,
,Florida Keys Reef Visual Census 2000,Florida,Jerald S. Ault,Jerald S. Ault; Jim Bohnsack,Florida Keys Reef Visual Census 2000,florida; keys; reef; visual; census,2023.0,10.15468/1pyhh5,"In 1998, the Florida Fish and Wildlife Conservation Commission?s (FWC) Fisheries Independent Monitoring (FIM) program began a long-term monitoring effort of key reef fish populations in the Florida Keys National Marine Sanctuary. This effort was aimed at evaluating the relative abundance, size structure, and habitat utilization of specific reef fish species that are targeted by commercial and recreational fisheries.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Florida Keys Reef Visual Census 2011,Florida,Jerald S. Ault,Jerald S. Ault; Jim Bohnsack,Florida Keys Reef Visual Census 2011,florida; keys; reef; visual; census,2023.0,10.15468/06aqle,"In 1998, the Florida Fish and Wildlife Conservation Commission's (FWC) Fisheries Independent Monitoring (FIM) program began a long-term monitoring effort of key reef fish populations in the Florida Keys National Marine Sanctuary. This effort was aimed at evaluating the relative abundance, size structure, and habitat utilization of specific reef fish species that are targeted by commercial and recreational fisheries.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Florida Keys Reef Visual Census 1997,Florida,Jerald S. Ault,Jerald S. Ault; Jim Bohnsack,Florida Keys Reef Visual Census 1997,florida; keys; reef; visual; census,2023.0,10.15468/419say,"In 1998, the Florida Fish and Wildlife Conservation Commission?s (FWC) Fisheries Independent Monitoring (FIM) program began a long-term monitoring effort of key reef fish populations in the Florida Keys National Marine Sanctuary. This effort was aimed at evaluating the relative abundance, size structure, and habitat utilization of specific reef fish species that are targeted by commercial and recreational fisheries.",group6.csv,Unknown,,,Unknown,Published,,,,,
,On the reliability of enumeration for mark and recapture census of voles,,Ray Hilborn,Ray Hilborn; J. A. Redfield; Charles J. Krebs,On the reliability of enumeration for mark and recapture census of voles,reliability; enumeration; mark; recapture; census; voles,1976.0,10.1139/z76-114,"Some studies of populations in small rodents rely on enumeration of individuals to provide an estimate of population size. A computer simulation of the capture–recapture process was used to examine the influence of five population parameters on the reliability of enumeration. Enumeration is shown to be insensitive to population size, survival between sampling intervals, and individual variation in the probability of capture. Enumeration is sensitive to the probability of capture; if the probability of capture for the average individual falls below 0.5, the enumeration technique provides a poor estimate of population size. Enumeration is also extremely sensitive to reduced probabilities of capture for unmarked animals. Data from capture–recapture studies of five species of Microtus were used in the computer simulation, and it was concluded for these five species that enumerated populations are at least 10–20% smaller than the actual populations.",group6.csv,Unknown,,,Unknown,Published,,,,,
,The American people: Census 2000,,Reynolds Farley,Reynolds Farley; John R. Haaga,The American people: Census 2000,people; census,2006.0,10.5860/choice.43-6869,,group6.csv,Unknown,,,Unknown,Published,,,,,
,The Expanding Gender Earnings Gap: Evidence from the LEHD-2000 Census,,Claudia Goldin,Claudia Goldin; Sari Pekkala Kerr; Claudia Olivetti; Erling Barth,The Expanding Gender Earnings Gap: Evidence from the LEHD-2000 Census,expanding; gender; earnings; gap; evidence; lehd; census,2017.0,10.1257/aer.p20171065,"The gender earnings gap is an expanding statistic over the lifecycle. We use the LEHD Census 2000 to understand the roles of industry, occupation, and establishment 14 years after leaving school. The gap for college graduates 26 to 39 years old expands by 34 log points, most occurring in the first 7 years. About 44 percent is due to disproportionate shifts by men into higher-earning positions, industries, and firms and about 56 percent to differential advances by gender within firms. Widening is greater for married individuals and for those in certain sectors. Non-college graduates experience less widening but with similar patterns.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Decomposition of Seasonal Time Series: A Model for the Census X-11 Program,,William P. Cleveland,William P. Cleveland; George C. Tiao,Decomposition of Seasonal Time Series: A Model for the Census X-11 Program,decomposition; time; series; a; census; x; program,1976.0,10.1080/01621459.1976.10481532,"Abstract This paper shows that the linear filter version of the Census X-11 program for time-series decomposition can be approximately justified in terms of an additive model with stochastic trend, seasonal and noise components. Optimal estimates of the trend and seasonal components are obtained from the model and found to be in close agreement with the corresponding estimates for the Census procedure. This approach makes it possible to assess the appropriateness of the Census method. Two examples are given, one showing that the use of the X-11 procedure is largely appropriate and the other much less so.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Supplemental protocol for liana censuses,,Stefan A. Schnitzer,Stefan A. Schnitzer; Suzanne Rutishauser; Salomón Aguilar,Supplemental protocol for liana censuses,protocol; liana; censuses,2007.0,10.1016/j.foreco.2007.10.012,,group6.csv,Unknown,,,Unknown,Published,,,,,
,The Size of the Roman Population: Beloch and the Meaning of the Augustan Census Figures,,Elio Lo Cascio,Elio Lo Cascio,The Size of the Roman Population: Beloch and the Meaning of the Augustan Census Figures,size; roman; population; beloch; meaning; augustan; census; figures,1994.0,10.2307/300868,"The importance of Beloch's Bevölkerung der griechisch-römischen Welt and its influence on subsequent research in ancient demography can hardly be overstated. This book represents the key-stone of all modern investigation on size, structure, and, to a certain extent, dynamics of ancient populations. It was the first overall scientific treatment of the subject and it is still unparalleled in its scope. An attempt at its critical evaluation is not just an historiographical exercise: we must come to terms with Beloch's Bevölkerung , because its detailed treatment of most of the topics concerning the population of the ancient world is at the root of all modern debates and controversies.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Zip Code Caveat: Bias Due to Spatiotemporal Mismatches Between Zip Codes and US Census–Defined Geographic Areas—The Public Health Disparities Geocoding Project,,Nancy Krieger,Nancy Krieger; Pamela D. Waterman; Jarvis T. Chen; Mah‐Jabeen Soobader; S. V. Subramanian; Rosa Carson,Zip Code Caveat: Bias Due to Spatiotemporal Mismatches Between Zip Codes and US Census–Defined Geographic Areas—The Public Health Disparities Geocoding Project,zip; code; caveat; bias; due; spatiotemporal; mismatches; between; codes; us; census; geographic; areas; public; health; disparities; geocoding; project,2002.0,10.2105/ajph.92.7.1100,"Use of zip codes in US public health research is on the rise. As of February 2002, 230 articles were indexed by zip code in PubMed,1 all published since 1989. Fifty-two of these articles (23%) involved the use of censusderived zip code socioeconomic data (e.g., median household income) to investigate the effects of socioeconomic position on specified health outcomes (article citations are available on request from the authors). To date, discussions regarding the use of zip code socioeconomic data for US public health research have focused chiefly on whether zip codes' larger population size (average: 30 000) and potentially greater socioeconomic heterogeneity would attenuate estimates of socioeconomic gradients in health detected using zip codes in comparison with estimates obtained via census tract (average population: 4000) or block group (average population: 1000) socioeconomic data.2–7 Unacknowledged in the public health literature, however, is the fact that zip codes differ from census tracts and block groups in other important ways, including spatiotemporal definition and stability. Unlike census tracts, defined by the US Bureau of the Census as “small, relatively permanent statistical subdivision[s] of a county . . . designed to be relatively homogeneous with respect to population characteristics, economic status, and living conditions,”8(ppG-10–G-11) zip codes are “administrative units established by the United States Postal Service . . . for the most efficient delivery of mail, and therefore generally do not respect political or census statistical area boundaries.”9(pA-13) Spanning in size from a single building or company with a high volume of mail to large areas that cut across states, “carrier routes for one zip code may intertwine with those of one or more zip codes” such that “this area is more conceptual than geographic.”10 To “overcome the difficulties in precisely defining the land area covered by each zip code,”11 the US Census Bureau created a new statistical entity built from census blocks: the 5-digit zip code tabulation area (ZCTA), first used in the 2000 census.12 Of note, ZCTAs and zip codes sharing the same 5-digit code may not necessarily cover the same area (Table 1 ▶),13 so that zip codes obtained via self-report or from addresses in medical records cannot be assumed to correspond to census-defined ZCTAs. TABLE 1 —Technical Definitions of and Distinctions Between Zip Codes and Zip Code Tabulation Areas (ZCTAs) Even before introduction of the ZCTAs, there were 2 types of spatiotemporal discontinuity that could conceivably affect health studies linking zip codes to census-derived data: (1) changes in zip code delivery routes—and hence in population covered by the affected zip code—and (2) discontinuation and addition of zip codes in nondecennial years.14–16 Between 1997 and 2001 alone, the US Post Office added approximately 390 new zip codes nationwide and discontinued 120 (oral communication, Meg Ausman, US Post Office Data Center, February 5, 2002). One implication of these changes is that persons could be correctly geocoded to a zip code that did not exist in the preceding decennial census. Findings from the Public Health Disparities Geocoding Project17 illustrate the potential problems for health research of spatiotemporal zip code–census mismatches, even those dating from before the creation of ZCTAs. This project was designed to assess which area-based socioeconomic measures at which levels of geography (census tract, block group, and zip code) are most appropriate for monitoring socioeconomic inequalities in health. Health data from 2 states (Massachusetts and Rhode Island) and the 1990 census were used. Records were geocoded in 1999 by a firm whose accuracy we ascertained to be high (96%),18 and the firm, following standard practice, returned the most recent geocodes available. Cancer incidence rates were one of the health outcomes addressed. We found that in Massachusetts (474 zip codes listed in the 1990 census), 17 376 (10.4%) of the 166 730 cancer cases occurring during 1987 to 1993 were geocoded to 193 zip codes not included in the 1990 census; 15 774 (90.8%) of these 17 376 cases were in one of 30 zip codes changed or established after the 1990 census.19–21 By contrast, in Rhode Island (70 zip codes listed in the 1990 census), only 0.7% (148) of the 19 766 geocoded cancer incidence records were matched to zip codes not included in the 1990 census. In the case of colon cancer incidence in Massachusetts, moreover, the impact of excluding persons linked to zip codes not included in the 1990 census was substantial. Zip code–level analyses yielded socioeconomic gradients contrary to those observed via data at the tract and block group levels and contrary to those reported in the literature (Tables 2–4 ▶ ▶ ▶).22 TABLE 2 —Incident Colon Cancer Counts by Geographic Level: Massachusetts, 1987–1993 TABLE 3 —Colon Cancer Incidence Rates, Stratified by Area-Based Socioeconomic Measures, Among Persons in Areas With the Least and Most Resources, Along With Age-Adjusted Comparisons (Incidence Rate Ratio and Relative Index of Inequality): Massachusetts, ... TABLE 4 —Area-Based Socioeconomic Measures and Cutpoints Used in Data Analysis Given the growing interest in linking geographic and health data,23,24 we urge researchers, when using geocoded records, to pay careful attention to the potential for spatiotemporal mismatches between censusderived and zip code data as well as to changes in zip code boundaries and years in which boundaries were established. Public health projects and programs that use zip code data should likewise be alert to potential new issues stemming from the replacement of zip codes with ZCTAs in the 2000 census.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Dry Tortugas Reef Visual Census 2010,Florida,Jerald S. Ault,Jerald S. Ault; Jim Bohnsack,Dry Tortugas Reef Visual Census 2010,dry; tortugas; reef; visual; census,2023.0,10.15468/7dnpl0,"In 1998, the Florida Fish and Wildlife Conservation Commission's (FWC) Fisheries Independent Monitoring (FIM) program began a long-term monitoring effort of key reef fish populations in the Florida Keys National Marine Sanctuary. This effort was aimed at evaluating the relative abundance, size structure, and habitat utilization of specific reef fish species that are targeted by commercial and recreational fisheries.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Anxiety and depressive symptoms in U.S. Census Bureau assessments of adults: Trends from 2019 to fall 2020 across demographic groups,,Jean M. Twenge,Jean M. Twenge; Cooper McAllister; Thomas E. Joiner,Anxiety and depressive symptoms in U.S. Census Bureau assessments of adults: Trends from 2019 to fall 2020 across demographic groups,anxiety; symptoms; u; s; census; bureau; assessments; adults; trends; groups,2021.0,10.1016/j.janxdis.2021.102455,"Events from spring to fall 2020, including the COVID-19 pandemic, hate crimes, and social unrest, may have impacted mental health, particularly mood and anxiety disorders. This study compares rates of positive screens for anxiety and depressive disorders in separate U.S. national samples from 2019 and April to September 2020. The analysis includes trends within demographic groups, which have received scant attention. Nationally representative probability samples of U.S. adults administered by the U.S. Census Bureau (n = 1.3 million) completed the PHQ-2 screening for depressive disorder and the GAD-2 screening for anxiety disorder. U.S. adults in 2020 were four times more likely to screen positive for depressive and anxiety disorders than in 2019, with the largest increases among males, 18- to 29-year-olds (for depression), Asian Americans, and parents with children in the home. Anxiety and depression rose and fell in tandem with the number of COVID-19 cases in the U.S., as well as increasing during the early June weeks of racial justice protests. Screens for mood and anxiety disorders remained at elevated levels in spring, summer, and fall 2020, especially among certain groups.",group6.csv,Unknown,,,Unknown,Published,,,,,
,What Do We Really Know about Wages? The Importance of Nonreporting and Census Imputation,,Lee A. Lillard,Lee A. Lillard; James P. Smith; Finis Welch,What Do We Really Know about Wages? The Importance of Nonreporting and Census Imputation,wages; importance; nonreporting; census; imputation,1986.0,10.1086/261386,"In the most frequently used microdata sets, over a quarter of all respondents now refuse to answer some questions about their incomes. The Census Bureau has dealt with this problem, which has been increasing in severity over time, by imputing incomes of non-respondents. Their imputation procedure, called the ""hot deck,"" essentially matches nonrespondents with demographically similar donors. In this paper we evaluate the census imputation methodology and raise some questions. First, the census procedure is tied to commonality of events in the population rather than the more appropriate informational content of regressors. Clearly, the census procedure severely understates income in certain occupations. Because it is based on the apparently invalid assumption that income does not affect reporting propensities, it most likely understates average incomes as well.",group6.csv,Unknown,,,Unknown,Published,,,,,
,"2018 Census of Interstellar, Circumstellar, Extragalactic, Protoplanetary Disk, and Exoplanetary Molecules",,Brett A. McGuire,Brett A. McGuire,"2018 Census of Interstellar, Circumstellar, Extragalactic, Protoplanetary Disk, and Exoplanetary Molecules",census; interstellar; circumstellar; extragalactic; protoplanetary; disk; exoplanetary; molecules,2018.0,10.3847/1538-4365/aae5d2,"Abstract To date, 204 individual molecular species, comprised of 16 different elements, have been detected in the interstellar and circumstellar medium by astronomical observations. These molecules range in size from 2 atoms to 70, and have been detected across the electromagnetic spectrum from centimeter wavelengths to the ultraviolet. This census presents a summary of the first detection of each molecular species, including the observational facility, wavelength range, transitions, and enabling laboratory spectroscopic work, as well as listing tentative and disputed detections. Tables of molecules detected in interstellar ices, external galaxies, protoplanetary disks, and exoplanetary atmospheres are provided. A number of visual representations of these aggregate data are presented and briefly discussed in context.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Species Turnover Rates on Islands: Dependence on Census Interval,,Jared M. Diamond,Jared M. Diamond; Robert M. May,Species Turnover Rates on Islands: Dependence on Census Interval,species; turnover; rates; islands; dependence; census; interval,1977.0,10.1126/science.197.4300.266,"Measurements of species turnover in island bird communities demonstrate two trends with increasing census interval t: (i) Apparent turnover rates T decrease greatly with t, and (ii) the coefficient of variation of T decreases asymptotically to a constant value. These effects are predicted by a statistical model whose parameters are the immigration and extinction probabilities of each species. Available bird censuses at intervals of decades underestimate turnover rates by about an order of magnitude.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Melbourne Water Frog Census,,Dmartin,Dmartin,Melbourne Water Frog Census,water; frog; census,2021.0,10.15468/96nqw6,The Frog Census is a community-based biological monitoring program which aims to contribute to the responsible management of frog populations in Melbourne and raise awareness of waterway health issues.,group6.csv,Unknown,,,Unknown,Published,,,,,
,Census of waterbird in Benin Flyway,,Nassirou BRISSO,Nassirou BRISSO,Census of waterbird in Benin Flyway,census; waterbird; benin; flyway,2019.0,10.15468/cdf7rx,"""Those data are part of work to collect data about the status of coastal migratory flyway populations of the East Atlantic Flyway (van Roomen et al. 2013) and of partial migratory or resident waterbird populations using the same sites at this flyway. It is organized by the Wadden Sea Flyway Initiative, Wetlands International and BirdLife International in cooperation with national authorities, organisations and institutions responsible for waterbird and wetland monitoring. Besides national investments of the monitoring partners, it was funded by the Dutch Ministry of Economic Affairs through Programme Rich Wadden Sea, the organisation MAVA through BirdLife International and Wetlands International, The World Wide Fund for Nature in The Netherlands, The National Park Wadden Sea Schleswig-Holstein through the Common Wadden Sea Secretariat, The National Park Wadden Sea Niedersachsen, Vogelbescherming The Netherlands and the WeBS partnership from the UK.""",group6.csv,Unknown,,,Unknown,Published,,,,,
,Relationship of Effective to Census Size in Fluctuating Populations,,Steven T. Kalinowski,Steven T. Kalinowski; Robin S. Waples,Relationship of Effective to Census Size in Fluctuating Populations,relationship; effective; census; size; fluctuating; populations,2002.0,10.1046/j.1523-1739.2002.00134.x,"Abstract: The effective size of a population ( N e ) rather than the census size ( N ) determines its rate of genetic drift. Knowing the ratio of effective to census size, N e / N , is useful for estimating the effective size of a population from census data and for examining how different ecological factors influence effective size. Two different multigenerational ratios have been used in the literature based on either the arithmetic mean or the harmonic mean in the denominator. We clarify the interpretation and meaning of these ratios. The arithmetic mean N e / N ratio compares the total number of real individuals to the long‐term effective size of the population. The harmonic mean N e / N ratio summarizes variation in the N e / N ratio for each generation. In addition, we show that the ratio of the harmonic mean population size to the arithmetic mean population size provides a useful measure of how much fluctuation in size reduced the effective size of a population. We discuss applications of these ratios and emphasize how to use the harmonic mean N e / N ratio to estimate the effective size of a population over a period of time for which census counts have been collected.",group6.csv,Unknown,,,Unknown,Published,,,,,
,Census and survey of the visible internet,,John Heidemann,John Heidemann; Yuri Pradkin; Ramesh Govindan; Christos Papadopoulos; Genevieve Bartlett; J. Bannister,Census and survey of the visible internet,census; survey; internet,2008.0,10.1145/1452520.1452542,"Prior measurement studies of the Internet have explored traffic and topology, but have largely ignored edge hosts. While the number of Internet hosts is very large, and many are hidden behind firewalls or in private address space, there is much to be learned from examining the population of visible hosts, those with public unicast addresses that respond to messages. In this paper we introduce two new approaches to explore the visible Internet. Applying statistical population sampling, we use censuses to walk the entire Internet address space, and surveys to probe frequently a fraction of that space. We then use these tools to evaluate address usage, where we find that only 3.6% of allocated addresses are actually occupied by visible hosts, and that occupancy is unevenly distributed, with a quarter of responsive /24 address blocks (subnets) less than 5% full, and only 9% of blocks more than half full. We show about 34 million addresses are very stable and visible to our probes (about 16% of responsive addresses), and we project from this up to 60 million stable Internet-accessible computers. The remainder of allocated addresses are used intermittently, with a median occupancy of 81 minutes. Finally, we show that many firewalls are visible, measuring significant diversity in the distribution of firewalled block size. To our knowledge, we are the first to take a census of edge hosts in the visible Internet since 1982, to evaluate the accuracy of active probing for address census and survey, and to quantify these aspects of the Internet.",group6.csv,Unknown,,,Unknown,Published,,,,,
